ID	国名2文字	国名	地方	都道府県	緯度	経度	遺跡	Site Name	標本番号	性別	年齢	使用部位	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)	年代	年代補足	mtDNA	Y	Y新	文献1	文献2	文献3
138	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 3-44				1750.5	17th to 19th									[40]		
139	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 4-62				1750.5	17th to 19th									[40]		
140	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 5-65				1750.5	17th to 19th									[40]		
141	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 6-73				1750.5	17th to 19th									[40]		
142	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 7-74				1750.5	17th to 19th									[40]		
143	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 8-96-1				1750.5	17th to 19th									[40]		
144	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST3 12-60				1750.5	17th to 19th									[40]		
145	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 1-1				1750.5	17th to 19th									[40]		
146	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 3-11				1750.5	17th to 19th									[40]		
147	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 45-15				1750.5	17th to 19th									[40]		
148	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 46-13				1750.5	17th to 19th									[40]		
149	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 47-14				1750.5	17th to 19th									[40]		
150	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 48-24				1750.5	17th to 19th									[40]		
151	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 49-105				1750.5	17th to 19th									[40]		
152	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 12-25				1750.5	17th to 19th									[40]		
153	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 12-35-1				1750.5	17th to 19th									[40]		
154	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 12-36-1				1750.5	17th to 19th									[40]		
155	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 12-40				1750.5	17th to 19th									[40]		
156	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 13-118-4				1750.5	17th to 19th									[40]		
157	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 14-119				1750.5	17th to 19th									[40]		
158	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 15-120				1750.5	17th to 19th									[40]		
159	JP	日本	南西諸島	沖縄県	26.685555	127.979166	渡喜仁古墓		ST4 19-111				1750.5	17th to 19th									[40]		
160	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.10			右第一中足骨											[41]		
161	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.12			右上腕骨	-18210					20,160±108					[41]	[42]	
162	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.13			肋骨片	-18811					20,761±163					[41]	[42]	
163	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.15			肋骨片											[41]		
164	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.94			上腕骨(右)											[41]		
165	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.166			大腿骨											[41]		
166	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.181			遊離歯											[41]		
167	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.188			上腕骨(左)	-2020					3,970±30					[41]	[42]	
168	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.214			大腿骨(左)											[41]		
169	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.242			腓骨(左)											[41]		
170	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		No.292			大腿骨											[41]		
171	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		2			右頭頂骨	-18466					20,416±113					[42]		
172	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		5			左頭頂骨	952					998±61					[42]		
173	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		6			左大腿骨	-362					2,312±58					[42]		
174	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		7			左頭頂骨											[42]		
175	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		8			右腓骨	-13801					15,751±421					[42]		
176	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		502			大腿骨											[42]		
177	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		515			脛骨											[42]		
178	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		525			大腿骨											[42]		
179	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		620			上腕骨(左・未成人)											[42]		
180	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		621			腓骨	-18442					20,392±103					[42]		
181	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		772			上顎右M3											[42]		
182	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		841			下顎左C											[42]		
183	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		922			上腕骨(左)	-18317					20,267±55					[42]		
184	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		929			上腕骨(左)	-16931					(18,881±67)					[42]		
185	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		953			下顎右M3											[42]		
186	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		994			上顎右M3											[42]		
187	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		1000			大腿骨(左)											[42]		
188	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		1023			上顎左M3											[42]		
189	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		1027			大腿骨(右近位)	-21450					23,400±64					[42]		
190	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		1043			側頭骨											[42]		
191	JP	日本	南西諸島	沖縄県	24.400194	124.245806	白保竿根田原洞穴遺跡		1085			上腕骨(右)											[42]		
331	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	1 (85)				600	貝塚時代後期						D4			[51]		
332	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	2 (121)				600	貝塚時代後期						D4			[51]		
333	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	3 (237)				600	貝塚時代後期						ND			[51]		
334	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	4 (270)				600	貝塚時代後期						B4c			[51]		
335	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	5 (273)				600	貝塚時代後期						M7a			[51]		
336	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	6 (275)				600	貝塚時代後期						M7a			[51]		
337	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	7 (329)				600	貝塚時代後期						ND			[51]		
338	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	8 (344)				600	貝塚時代後期						A4			[51]		
339	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	9 (409)				600	貝塚時代後期						B4c			[51]		
340	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	10 (422)				600	貝塚時代後期						ND			[51]		
341	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	11 (423)				600	貝塚時代後期						ND			[51]		
342	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	12 (467)				600	貝塚時代後期						ND			[51]		
343	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	13 (622)				600	貝塚時代後期						ND			[51]		
344	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	14 (671)				600	貝塚時代後期						M7a			[51]		
345	JP	日本	南西諸島	沖縄県	26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	15 (699)				600	貝塚時代後期						M7a			[51]		
346	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	1 (93)				600	貝塚時代後期						C			[51]		
347	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	2 (96)				600	貝塚時代後期						B4c			[51]		
348	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	3 (97)				600	貝塚時代後期						ND			[51]		
349	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	4 (98)				600	貝塚時代後期						D4			[51]		
350	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	5 (99)				600	貝塚時代後期						B4a			[51]		
351	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	6 (100)				600	貝塚時代後期						ND			[51]		
352	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	7 (109)				600	貝塚時代後期						D4			[51]		
353	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	8 (114)				600	貝塚時代後期						ND			[51]		
354	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	9 (116)				600	貝塚時代後期						ND			[51]		
355	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	10 (118)				600	貝塚時代後期						ND			[51]		
356	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	11 (119)				600	貝塚時代後期						ND			[51]		
357	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	12 (122)				600	貝塚時代後期						ND			[51]		
358	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	13 (124)				600	貝塚時代後期						ND			[51]		
359	JP	日本	南西諸島	沖縄県	26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	14 (125)				600	貝塚時代後期						A4			[51]		
369	JP	日本	南西諸島	沖縄県	26.12910271	127.7591003	港川フィッシャー遺跡	Minatogawa fissure	Minato1				-17950	19,900 cal BP 旧石器時代						M (M*とするデータ有)			[52]	[53]	[56]
376	JP	日本	南西諸島	沖縄県	26.090166	127.723397	摩文仁ハンタ原遺跡	Mabuni hantabaru	MB-TB27				-1985	(3935ybpとするデータ有) Late Jomon 縄文時代						M7a1a			[52]	[53]	[56]
890	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG007					新石器時代-近現代				n/a	約4000年前-近現代	D4d	-		[98]		
891	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG008				-803	新石器時代-近現代				815-791 calBC	約4000年前-近現代	-	n/a		[98]		
892	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG012					新石器時代-近現代				n/a	約4000年前-近現代	M7a1	D1b		[98]		
893	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG016^				-1966	新石器時代-近現代				2026-1906 calBC	約4000年前-近現代	-	n/a		[98]		
894	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG019				-678	新石器時代-近現代				796-560 calBC	約4000年前-近現代	M7a1a	n/a		[98]		
895	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG027				-804.5	新石器時代-近現代				818-791 calBC	約4000年前-近現代	-	-		[98]		
896	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG035				1800	新石器時代-近現代				1650-1950 calAD	約4000年前-近現代	D4d	C1a1a1		[98]		
897	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG036				1808	新石器時代-近現代				1666-1950 calAD	約4000年前-近現代	M7a1a2	O1b2a1a		[98]		
898	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG037					新石器時代-近現代				n/a	約4000年前-近現代	M7a1a	D1b		[98]		
899	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG038				-807.5	新石器時代-近現代				821-794 calBC	約4000年前-近現代	M7a1a	n/a		[98]		
900	JP	日本	南西諸島	沖縄県	24.8908	125.2793	长墓(Nagabaka)		NAG039				1807	新石器時代-近現代				1664-1950 calAD	約4000年前-近現代	D5a1a1	O1b2a1a1b		[98]		
116	KR	大韓民国			35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.13-1	男性	壮年	右側頭骨	483	5 世紀後葉									[35]		
117	KR	大韓民国			35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.20	女性	壮年	右側頭骨	483	5 世紀後葉									[35]		
118	KR	大韓民国			35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.27-1		小児	下顎左 M1	483	5 世紀後葉									[35]		
119	KR	大韓民国			35.72617268	128.2532798	池山洞 44号墳		池山洞 44号墳No.30	男性	壮年	上顎右 M3	483	5 世紀後葉									[35]		
419	KR	大韓民国			35.0526	128.8222	獐項(ジャンハン)遺跡		2号墓	女性			-4314	6300年前 韓国新石器時代前期	5580±21	4352-4276BC	4361-4263BC			D4b1*			[59]		
420	KR	大韓民国			35.0526	128.8222	獐項(ジャンハン)遺跡		8号墓	女性			-4282	6300年前 韓国新石器時代前期	5583±20	4316-4248BC	4342-4186BC			D4a			[59]		
421	KR	大韓民国			35.96282266	128.9502796	慶北永川完山洞古墳群		4-1号	男性			620	5~7世紀	1491±20	AD595-645	AD565-650			D5a1	C2c1b		[60]		
422	KR	大韓民国			35.96282266	128.9502796	慶北永川完山洞古墳群		12号	男性?			505	5~7世紀 韓国三国時代	1578±37	AD430-580	AD420-610						[60]		
423	KR	大韓民国			35.96282266	128.9502796	慶北永川完山洞古墳群		18号	男性			502.5	5~7世紀	1580±20	AD435-570	AD430-580			D4b2b	O1b2a1a2a		[60]		
424	KR	大韓民国			35.96282266	128.9502796	慶北永川完山洞古墳群		36号				542.5	5~7世紀						M11a			[60]		
874	KR	大韓民国			34.5256	127.7474	安岛(Ando)		AND001				-4700	新石器時代				n/a	約8400-5000年前	-	O2a2a1a1-FGC50590		[98]		
875	KR	大韓民国			34.5256	127.7474	安岛(Ando)		AND004				-4700	新石器時代				n/a	約8400-5000年前	N~	n/a		[98]		
876	KR	大韓民国			34.5256	127.7474	安岛(Ando)		AND005				-4700	新石器時代				n/a	約8400-5000年前	-	污染(O1a1a/R1a1a1)		[98]		
877	KR	大韓民国			37.0024	126.3897	大竹里(Daejukri)		DAJ001^				-654	相当于春秋時代				767-541 calBC	約2600年前	-	-		[98]		
878	KR	大韓民国			35.0526	128.8222	长项(Janghang)		GDI002^				-4610	新石器時代				4689-4531 calBC	約6500年前	D4b1	n/a		[98]		
879	KR	大韓民国			35.0526	128.8222	长项(Janghang)		GDI008				-4623	新石器時代				4701-4545 calBC	約6500年前	D4b2	D1b1		[98]		
880	KR	大韓民国			35.0526	128.8222	长项(Janghang)		GDI009^				-4565.5	新石器時代				4668-4463 calBC	約6500年前	-	n/a		[98]		
881	KR	大韓民国			35.0526	128.8222	长项(Janghang)		GDI010				-4500	新石器時代				n/a	約6500年前	D4b2a	-		[98]		
882	KR	大韓民国			35.0526	128.8222	长项(Janghang)		GDI018				-4407.5	新石器時代				4461-4354 calBC	約6500年前	D4a	-		[98]		
883	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD001				-3000	新石器時代				n/a	約5000年前	-	-		[98]		
884	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD002				-3000	新石器時代				n/a	約5000年前	-	D1b		[98]		
885	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD003				-3000	新石器時代				n/a	約5000年前	-	污染(C1a1/C2b)		[98]		
886	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD004				-3000	新石器時代				n/a	約5000年前	-	-		[98]		
887	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD006^				-3000	新石器時代				n/a	約5000年前	-	-		[98]		
888	KR	大韓民国			34.7383	128.4008	烟台岛(Yeondaedo)		TYD007				-3000	新石器時代				n/a	約5000年前	-	污染(C/F)		[98]		
889	KR	大韓民国			34.6402	128.2535	欲知岛(Yokjido)		TYJ001				-2300	新石器時代				n/a	約4300年前	M7a1a	n/a		[98]		
258	RU	ロシア連邦	サハリン	サハリン	46.72315	142.532044	Susuya	Susuya	SSY-1				850.5	5th-13th									[44]		
741	TW	台湾		澎湖県	23.5	119.6	锁港						-2500	新石器晚期					約4500年前				[87]		
907	TW	台湾	台東県	緑島郷	22.675	121.49	公馆						-990	西周時代					約2990年前				[99]		
908	TW	台湾		宜蘭県	24.32777778	121.7655556	汉本						375	汉-唐代					約1935-1315年前				[99]		
