ソート	地方＆都道府県番号	ID	国名2文字	国名	地方番号	地方	都道府県番号	都道府県			緯度	経度	遺跡	Site Name	標本番号	性別	年齢	可視化開始ユリウス日=IF(S2="","",ROUND((S2-R2/2)*365.2425+1721242,0))	可視化終了ユリウス日=IF(S2="","",ROUND((S2+R2/2)*365.2425+1721242,0))	ユリウス日=IF(S2="","",ROUND(S2*365.2425+1721242,0))	可視化する年代幅=IF(S2="","",-0.4*IF(S2>1400,1400,S2)+680)	時代(数値のみ)	時代	14C年代	較正14C年代(1σ)	較正14C年代(2σ)		年代	年代補足	ハプログループ結果	使用部位	APLP	PCR-Luminex	その他	その他手法				NGS	手法	(Quality)	NGS	手法	(Quality)	Schmutziによる汚染率推定 [min, max]		Y	Y新	文献1	文献2	文献3	文献4	文献5
JP10420	420	321	JP	日本	4	中部地方	20	長野県			36.62237949	138.4405886	湯倉洞窟遺跡	Yugura cave site				-992145	119288	-436428	3043	-5907.5	dated to 7920-7795 calBP by direct 14C dating.							D4b2		D4b2																	[49]				
JP10314	314	322	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo1			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							B5b3a		B5b3a																	[50]				
JP10314	314	323	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo2			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							B4f		B4f																	[50]				
JP10314	314	324	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo9			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							D4b2		D4b2																	[50]				
JP10314	314	325	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo13			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							M7a1		M7a1																	[50]				
JP10314	314	326	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo14			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							M7a2		M7a2																	[50]				
JP10314	314	327	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo15			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							M7a2		M7a2																	[50]				
JP10314	314	328	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo17			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							N9b*		N9b*																	[50]				
JP10314	314	329	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo21			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							N9b*		N9b*																	[50]				
JP10314	314	330	JP	日本	3	関東地方	14	神奈川県			35.34205197	139.6296618	称名寺貝塚		Dokoubo23			720478	1261036	990757	1480	-2000	the skeletons was calculated as approximately 4000 years calBP.							M7a1		M7a1																	[50]				
JP10947	947	331	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	1 (85)			1860034	2020741	1940388	440	600	貝塚時代後期							D4			D4																[51]				
JP10947	947	332	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	2 (121)			1860034	2020741	1940388	440	600	貝塚時代後期							D4			D4																[51]				
JP10947	947	333	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	3 (237)			1860034	2020741	1940388	440	600	貝塚時代後期										M																[51]				
JP10947	947	334	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	4 (270)			1860034	2020741	1940388	440	600	貝塚時代後期							B4c			B4c																[51]				
JP10947	947	335	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	5 (273)			1860034	2020741	1940388	440	600	貝塚時代後期							M7a			M7a																[51]				
JP10947	947	336	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	6 (275)			1860034	2020741	1940388	440	600	貝塚時代後期							M7a			M7a																[51]				
JP10947	947	337	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	7 (329)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	338	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	8 (344)			1860034	2020741	1940388	440	600	貝塚時代後期							A4			N																[51]				
JP10947	947	339	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	9 (409)			1860034	2020741	1940388	440	600	貝塚時代後期							B4c			*																[51]				
JP10947	947	340	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	10 (422)			1860034	2020741	1940388	440	600	貝塚時代後期										*																[51]				
JP10947	947	341	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	11 (423)			1860034	2020741	1940388	440	600	貝塚時代後期										M																[51]				
JP10947	947	342	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	12 (467)			1860034	2020741	1940388	440	600	貝塚時代後期										*																[51]				
JP10947	947	343	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	13 (622)			1860034	2020741	1940388	440	600	貝塚時代後期										*																[51]				
JP10947	947	344	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	14 (671)			1860034	2020741	1940388	440	600	貝塚時代後期							M7a			*																[51]				
JP10947	947	345	JP	日本	9	南西諸島	47	沖縄県			26.357214	127.874737	グスク崖下	Gusuku-Gakeshita site	15 (699)			1860034	2020741	1940388	440	600	貝塚時代後期							M7a			*																[51]				
JP10947	947	346	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	1 (93)			1860034	2020741	1940388	440	600	貝塚時代後期							C			M																[51]				
JP10947	947	347	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	2 (96)			1860034	2020741	1940388	440	600	貝塚時代後期							B4c			B4c																[51]				
JP10947	947	348	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	3 (97)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	349	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	4 (98)			1860034	2020741	1940388	440	600	貝塚時代後期							D4			D4																[51]				
JP10947	947	350	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	5 (99)			1860034	2020741	1940388	440	600	貝塚時代後期							B4a			ND																[51]				
JP10947	947	351	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	6 (100)			1860034	2020741	1940388	440	600	貝塚時代後期										*																[51]				
JP10947	947	352	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	7 (109)			1860034	2020741	1940388	440	600	貝塚時代後期							D4			D4																[51]				
JP10947	947	353	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	8 (114)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	354	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	9 (116)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	355	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	10 (118)			1860034	2020741	1940388	440	600	貝塚時代後期										M																[51]				
JP10947	947	356	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	11 (119)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	357	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	12 (122)			1860034	2020741	1940388	440	600	貝塚時代後期										M																[51]				
JP10947	947	358	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	13 (124)			1860034	2020741	1940388	440	600	貝塚時代後期										ND																[51]				
JP10947	947	359	JP	日本	9	南西諸島	47	沖縄県			26.68078768	128.01312	大当原貝塚	Ufudobaru shell mound site	14 (125)			1860034	2020741	1940388	440	600	貝塚時代後期							A4			N																[51]				
JP10423	423	360	JP	日本	4	中部地方	23	愛知県			34.64552248	137.1480652	伊川津貝塚遺跡		IK001			1341536	1675075	1508306	913.2	-583	(2533ybpとするデータ有) 縄文時代							M7a1											0.991								[52]				
JP10423	423	361	JP	日本	4	中部地方	23	愛知県			34.64552248	137.1480652	伊川津貝塚遺跡		IK002	女性		1325757	1664556	1495157	927.6	-619	2418-2720; 2569 縄文時代 (2533ybpとするデータ有)							N9b1											0.992								[52]	[48]			
JP10310	310	362	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai1	女性		-1164174	4602	-579786	3200	-6300	8,300-8,200 cal BP Initial Jomon 縄文時代							N9b																			[52]	[53]	[54]		
JP10310	310	363	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai3	男性		-1164174	4602	-579786	3200	-6300	縄文時代							M7a																			[55]				
JP10310	310	364	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai4	男性		-1164174	4602	-579786	3200	-6300	8,300-8,200 cal BP Initial Jomon 縄文時代							N9b3																			[52]	[53]	[54]		
JP10310	310	365	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai8	女性		-1164174	4602	-579786	3200	-6300	8,300-8,200 cal BP Initial Jomon 縄文時代							N9b																			[52]	[53]	[54]		
JP10310	310	366	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai10	女性		-1164174	4602	-579786	3200	-6300	縄文時代							N9b																			[55]				
JP10310	310	367	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai12	女性		-1164174	4602	-579786	3200	-6300	縄文時代							N9b3																			[55]				
JP10310	310	368	JP	日本	3	関東地方	10	群馬県			36.5575599	138.6460769	居家以岩陰遺跡		Iyai15	男性		-1164174	4602	-579786	3200	-6300	縄文時代							N9b																			[55]				
JP10947	947	369	JP	日本	9	南西諸島	47	沖縄県			26.12910271	127.7591003	港川フィッシャー遺跡	Minatogawa fissure	Minato1			-6270264	-3399458	-4834861	7860	-17950	19,900 cal BP 旧石器時代							M (M*とするデータ有)																			[52]	[53]	[56]		
JP10841	841	370	JP	日本	8	九州地方	41	佐賀県			33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa002			-994555	117681	-438437	3045.2	-5913	(7863ybpとするデータ有) Initial Jomon 縄文時代							N9a2a																			[52]	[53]	[56]		
JP10841	841	371	JP	日本	8	九州地方	41	佐賀県			33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa006			-994555	117681	-438437	3045.2	-5913	7,934-7,792 cal BP Initial Jomon 縄文時代 (7863ybpとするデータ有)							M7a1a																			[52]	[53]	[56]		
JP10841	841	372	JP	日本	8	九州地方	41	佐賀県			33.29629717	130.3102324	東名遺跡(貝塚)	Higashimyou shell midden	Higa020			-994555	117681	-438437	3045.2	-5913	(7863ybpとするデータ有) Initial Jomon 縄文時代							M80’D																			[52]	[53]	[56]		
JP10843	843	373	JP	日本	8	九州地方	43	熊本県			32.67992504	130.6408927	轟貝塚	Todoroki shell midden	Todo5			-244639	617625	186493	2360.8	-4202	6,210-6,094 cal BP Early Jomon 縄文時代							M7a1a																			[52]	[53]	[56]		
JP10312	312	374	JP	日本	3	関東地方	12	千葉県			35.62370021	140.1639843	加曽利貝塚	Kasori shell midden	Kaso6			277804	965921	621862	1884	-3010	(4960ybpとするデータ有) Middle Jomon 縄文時代							M7a																			[52]	[53]	[56]		
JP10312	312	375	JP	日本	3	関東地方	12	千葉県			35.73769865	139.9654144	姥山貝塚	Ubayama shell midden	Uba2			277804	965921	621862	1884	-3010	(4960ybpとするデータ有) Middle Jomon 縄文時代							N9b																			[52]	[53]	[56]		
JP10947	947	376	JP	日本	9	南西諸島	47	沖縄県			26.090166	127.723397	摩文仁ハンタ原遺跡	Mabuni hantabaru	MB-TB27			727052	1265419	996236	1474	-1985	(3935ybpとするデータ有) Late Jomon 縄文時代							M7a1a																			[52]	[53]	[56]		
JP10635	635	377	JP	日本	6	中国地方	35	山口県			34.29360034	130.8858467	土井ヶ浜遺跡	Doigahama	DH_S01			1455930	1751338	1603634	808.8	-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代							D4b2b1																			[52]	[53]	[56]		
JP10635	635	378	JP	日本	6	中国地方	35	山口県			34.29360034	130.8858467	土井ヶ浜遺跡	Doigahama	DH_A			1455930	1751338	1603634	808.8	-322	2,306-2,238 cal BP Middle Yayoi 弥生時代 (2272ybpとするデータ有)							D4b2b1																			[52]	[53]	[56]		
JP10841	841	379	JP	日本	8	九州地方	41	佐賀県			33.31620289	130.3737228	佐賀県花浦	Hanaura	HN_SJ001			1455930	1751338	1603634	808.8	-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代							B4b1a1a																			[52]	[53]	[56]		
JP10841	841	380	JP	日本	8	九州地方	41	佐賀県			33.31620289	130.3737228	佐賀県花浦	Hanaura	HN_SJ002			1455930	1751338	1603634	808.8	-322	(2272ybpとするデータ有) Middle Yayoi 弥生時代							D4b2a1																			[52]	[53]	[56]		
JP10738	738	381	JP	日本	7	四国地方	38	愛媛県			33.61783829	132.96033	上黒岩岩陰遺跡		JpKa6904	女性		-1413342	-161510	-787426	3427.4	-6868.5	8646-8991; 8819							N9b3																	-		[48]				
JP10416	416	382	JP	日本	4	中部地方	16	富山県			36.7242	137.165	小竹貝塚		JpOd274	男性		-267430	602431	167500	2381.6	-4254	6119-6289; 6204							M7a																	D1b1d1		[48]				
JP10416	416	383	JP	日本	4	中部地方	16	富山県			36.7242	137.165	小竹貝塚		JpOd6	女性		-202782	645530	221374	2322.6	-4106.5	5934-6179; 6057							N9b3																	-		[48]				
JP10416	416	384	JP	日本	4	中部地方	16	富山県			36.7242	137.165	小竹貝塚		JpOd181	男性		-105263	710543	302640	2233.6	-3884	5751-5917; 5834							N9b1																	D1b1d1		[48]				
JP10416	416	385	JP	日本	4	中部地方	16	富山県			36.7242	137.165	小竹貝塚		JpOd282	男性		-98907	714780	307936	2227.8	-3869.5	5737-5902; 5820							M7a1																	D1b1d1		[48]				
JP10633	633	386	JP	日本	6	中国地方	33	岡山県			34.5894	133.7748	船倉貝塚		JpFu1	女性		26225	798201	412213	2113.6	-3584	5478-5590; 5534							M7a1																	-		[48]				
JP10312	312	387	JP	日本	3	関東地方	12	千葉県			35.72588719	139.9587005	古作貝塚		JpKo2	女性		521493	1128380	824937	1661.6	-2454	4294-4514; 4404							N9b																	-		[48]				
JP10312	312	388	JP	日本	3	関東地方	12	千葉県			35.72588719	139.9587005	古作貝塚		JpKo13	女性		736913	1271994	1004454	1465	-1962.5	3847-3978; 3913							N9b1																	-		[48]				
JP10738	738	389	JP	日本	7	四国地方	38	愛媛県			32.96289114	132.5647245	平城貝塚		JpHi01	女性		800466	1314362	1057414	1407	-1817.5	3685-3850; 3768							M7a1a																	-		[48]				
JP10417	417	390	JP	日本	4	中部地方	17	石川県			36.61869826	136.7023239	岩出横穴墓		JpIw32	男性		1847762	2012559	1930161	451.2	572	1347-1409; 1378							B5a2a1b																	O3a2c		[48]				
JP10417	417	391	JP	日本	4	中部地方	17	石川県			36.61869826	136.7023239	岩出横穴墓		JpIw31	女性		1864417	2023663	1944040	436	610	1303-1377; 1340							D5c1a																	-		[48]				
JP10417	417	392	JP	日本	4	中部地方	17	石川県			36.61869826	136.7023239	岩出横穴墓		JpIw33	女性		1870991	2028046	1949519	430	625	1295-1355; 1325							M7b1a1a1																	-		[48]				
JP10312	312	393	JP	日本	3	関東地方	12	千葉県			35.541944	140.186666	大膳野南貝塚		1号墳	不明	熟年〜老年	1158769	1553230	1356000	1080	-1000	縄文時代中期末葉～晩期末・弥生初頭								下顎・左・第2大臼歯(強度の齲蝕のため歯種の詳細は不明)	-	-	ND	Dグループから予想されるハプログループ														[57]				
JP10312	312	394	JP	日本	3	関東地方	12	千葉県			35.541944	140.186666	大膳野南貝塚		1号単独人骨	女性	壮年〜熟年	1158769	1553230	1356000	1080	-1000	縄文時代中期末葉～晩期末・弥生初頭								上顎・左・第3大臼歯	-	-	ND	Dグループから予想されるハプログループ														[57]				
JP10312	312	395	JP	日本	3	関東地方	12	千葉県			35.541944	140.186666	大膳野南貝塚		4号単独人骨	不明	成人	1158769	1553230	1356000	1080	-1000	縄文時代中期末葉～晩期末・弥生初頭								上顎・左・第2小臼歯	-	-	ND	Dグループから予想されるハプログループ														[57]				
JP10312	312	396	JP	日本	3	関東地方	12	千葉県			35.541944	140.186666	大膳野南貝塚		11号住居	不明	成人	1158769	1553230	1356000	1080	-1000	縄文時代中期末葉～晩期末・弥生初頭								下顎・左・第3大臼歯(強度の齲蝕のため歯種の詳細は不明)	-	-	ND	Dグループから予想されるハプログループ														[57]				
JP10312	312	397	JP	日本	3	関東地方	12	千葉県			35.541944	140.186666	大膳野南貝塚		18号住居1	女性	壮年	1158769	1553230	1356000	1080	-1000	縄文時代中期末葉～晩期末・弥生初頭							N9b	下顎・右・第2大臼歯	ND	N9b	ND	Dグループから予想されるハプログループ														[57]				
